qua mai  1 16:21:22 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;24;28040;22333;29281;6519
CoarseList;24;29776;22132;31626;5444
CoarseList;24;30016;18819;23824;6484
CoarseList;24;22248;12530;22899;5557
CoarseList;24;37347;23209;19399;8212
CoarseList;24;24273;22178;17174;5519
CoarseList;24;27483;21369;18299;5142
CoarseList;24;24936;18784;24211;5978
CoarseList;24;30064;17187;14624;6565
CoarseList;24;25351;16671;16753;6144
CoarseList;24;25905;20098;21364;6000
CoarseList;24;24751;20133;26140;5738
CoarseList;24;28276;24507;19922;4454
CoarseList;24;29824;22542;25755;6062
CoarseList;24;29618;23838;18457;6169
CoarseList;24;30865;15735;14686;6861
CoarseList;24;23806;15219;13494;6138
CoarseList;24;23234;13094;24086;6449
CoarseList;24;27929;17304;15786;6863
CoarseList;24;25156;14225;14190;5955
CoarseList;24;27032;16940;20755;6544
CoarseList;24;23703;16597;18657;5809
CoarseList;24;26585;20926;16152;4766
CoarseList;24;31314;17136;16563;6571
CoarseList;24;23316;18524;16982;4284
CoarseList;24;31007;16772;20070;6861
CoarseList;24;24313;17495;19037;6150
CoarseList;24;24645;13231;15135;5818
CoarseList;24;29336;17355;17849;6631
CoarseList;24;24079;12105;15587;6318
CoarseList;24;30582;24803;19501;6609
CoarseList;24;31094;15032;13604;7192
CoarseList;24;23690;20060;15804;4856
CoarseList (Mean);24;25684;19614;24217;5719
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;27;0;0;0;0
CoarseList;27;34053;29081;28156;5024
CoarseList;27;27120;22354;22227;5968
CoarseList;27;32090;15687;11839;7057
CoarseList;27;30403;17495;10003;7071
CoarseList;27;26538;17223;7708;4977
CoarseList;27;29996;19219;12522;5874
CoarseList;27;30191;22566;10002;6247
CoarseList;27;30373;20792;9594;5707
CoarseList;27;30937;13628;11037;6643
CoarseList;27;30240;17573;9707;6689
CoarseList;27;26861;13935;14229;6814
CoarseList;27;29185;18116;13191;6616
CoarseList;27;27579;17654;10261;6464
CoarseList;27;42773;27107;31275;4186
CoarseList;27;35576;19228;19658;7625
CoarseList;27;24320;19399;19925;5011
CoarseList;27;33835;35104;21365;5202
CoarseList;27;30778;25012;25885;5775
CoarseList;27;26949;18130;21149;5269
CoarseList;27;29768;26612;24186;5950
CoarseList;27;32078;26918;23474;5832
CoarseList;27;30387;33631;26531;4887
CoarseList;27;26759;24467;35046;5177
CoarseList;27;30409;24118;24391;6515
CoarseList;27;24989;23922;21340;5151
CoarseList;27;31955;18793;22434;7021
CoarseList;27;23170;14745;24591;5974
CoarseList;27;28080;15748;17191;6735
CoarseList;27;22369;18746;19356;4955
CoarseList;27;29589;19659;10741;5681
CoarseList;27;26547;15109;14262;5601
CoarseList;27;29325;15992;13806;5565
CoarseList;27;28124;15517;18444;6683
CoarseList;27;28262;17952;15396;6900
CoarseList;27;27640;23065;23125;6040
CoarseList;27;31357;30914;18936;5924
CoarseList;27;31984;19840;11545;5649
CoarseList;27;32651;16443;15188;6650
CoarseList;27;27386;13062;12652;6787
CoarseList;27;29280;18242;12755;5426
CoarseList;27;27497;22757;20522;5591
CoarseList;27;30575;24874;18658;4958
CoarseList;27;28856;23191;17997;5317
CoarseList;27;31180;21177;16997;6392
CoarseList;27;28270;21513;18589;6094
CoarseList;27;26799;24433;21267;5350
CoarseList;27;31451;20614;21037;6826
CoarseList;27;24593;14467;20152;6424
CoarseList;27;23518;19121;21183;5343
CoarseList;27;30200;20098;18614;6311
CoarseList;27;26121;17915;18270;5890
CoarseList;27;28108;16061;15658;6383
CoarseList (Mean);27;28661;20170;17812;5852
Experiment;Threads;Add;Remove;Contains;Population
CoarseList;30;0;0;0;0
CoarseList;30;35280;30028;26274;5875
CoarseList;30;26280;18476;22099;7003
CoarseList;30;18701;14853;25735;5935
CoarseList;30;24273;12888;20863;6503
CoarseList;30;22544;13510;20554;6374
CoarseList;30;20731;11622;20296;6114
CoarseList;30;23449;9747;22495;7327
CoarseList;30;19132;11669;20175;6026
CoarseList;30;23839;15601;24241;6347
CoarseList;30;25523;14168;19263;7009
CoarseList;30;20806;9529;15049;6736
CoarseList;30;19313;13879;23458;6052
CoarseList;30;32220;15323;20427;6349
CoarseList;30;22666;9514;18475;7024
CoarseList;30;33664;16210;24361;6240
CoarseList;30;30343;21419;43144;7097
CoarseList;30;19092;10891;29015;5307
CoarseList;30;30604;11088;29647;7326
CoarseList;30;25203;9528;22588;7262
CoarseList;30;31638;9155;22677;7139
CoarseList;30;23607;17504;24019;6539
CoarseList;30;23529;12807;14716;6947
CoarseList;30;22902;15914;21675;5549
CoarseList;30;34341;31395;20560;4597
CoarseList;30;40037;10223;25309;7287
CoarseList;30;27508;12149;28012;8534
CoarseList;30;21536;21304;19450;4009
CoarseList;30;26758;23873;24519;5306
CoarseList;30;30541;16067;18575;7689
CoarseList;30;20967;12475;20729;5787
CoarseList;30;31854;33751;25340;5998
CoarseList;30;30752;20239;17007;6739
CoarseList;30;27030;22426;22271;6037
CoarseList;30;21349;21888;26100;4306
CoarseList;30;28502;13539;21473;6982
