sáb mai 11 03:08:59 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;16;62476;63111;63744;5004
RandomOptimisticList;16;70782;70802;70807;4976
RandomOptimisticList;16;66147;66212;66463;4966
RandomOptimisticList;16;66793;66417;66652;4980
RandomOptimisticList;16;66707;66063;66532;5069
RandomOptimisticList;16;66227;66193;66137;5045
RandomOptimisticList;16;66639;66243;66568;5075
RandomOptimisticList;16;65674;65088;65618;4949
RandomOptimisticList;16;65801;65616;66211;5002
RandomOptimisticList;16;66300;66210;66531;5016
RandomOptimisticList;16;66457;66843;66757;5038
RandomOptimisticList;16;66432;66307;66217;5027
RandomOptimisticList;16;66041;65624;66059;5033
RandomOptimisticList;16;73126;74019;73472;4903
RandomOptimisticList;16;66246;66327;65914;5030
RandomOptimisticList;16;65687;65508;65320;4976
RandomOptimisticList;16;66302;65980;66381;4938
RandomOptimisticList;16;65736;65174;64917;5061
RandomOptimisticList;16;65695;65477;65557;5030
RandomOptimisticList;16;66725;66908;66144;5004
RandomOptimisticList;16;67116;67041;66960;5015
RandomOptimisticList;16;66440;66604;66494;5066
RandomOptimisticList;16;65490;65313;65609;4946
RandomOptimisticList;16;66055;65285;66070;5008
RandomOptimisticList;16;66019;66280;66356;4969
RandomOptimisticList;16;72639;72722;72437;4974
RandomOptimisticList;16;66090;66111;66032;5014
RandomOptimisticList;16;65396;64584;65599;5024
RandomOptimisticList;16;66315;66025;66044;4943
RandomOptimisticList;16;65825;65519;65449;5020
RandomOptimisticList;16;66430;66262;66383;5044
RandomOptimisticList;16;66377;66052;65939;4931
RandomOptimisticList;16;66588;67247;66268;5063
RandomOptimisticList;16;66258;65906;66098;5065
RandomOptimisticList;16;65745;65327;66061;5021
RandomOptimisticList;16;66817;67422;67072;5034
RandomOptimisticList;16;66338;65919;65574;5063
RandomOptimisticList;16;66224;66437;66051;4957
RandomOptimisticList;16;72371;72014;72220;5003
RandomOptimisticList;16;65442;65662;65813;5026
RandomOptimisticList;16;65734;65710;65285;4934
RandomOptimisticList;16;66756;66776;66674;4981
RandomOptimisticList;16;66404;66399;66367;5034
RandomOptimisticList;16;66089;66188;66071;5002
RandomOptimisticList;16;66942;67027;66867;5114
RandomOptimisticList;16;65855;65696;65928;5043
RandomOptimisticList;16;66020;65925;65977;4940
RandomOptimisticList;16;66283;66375;66158;4930
RandomOptimisticList;16;66278;67189;67075;5028
RandomOptimisticList;16;62015;62262;62251;4952
RandomOptimisticList;16;70856;70942;71018;4984
RandomOptimisticList;16;60409;60415;60374;5058
RandomOptimisticList;16;60966;61101;61147;4995
RandomOptimisticList;16;65995;65843;65881;4939
RandomOptimisticList;16;66574;66652;66479;4941
RandomOptimisticList;16;66256;66618;66462;4974
RandomOptimisticList;16;66797;66640;66971;5011
RandomOptimisticList;16;65936;65661;65601;4965
RandomOptimisticList;16;65929;66869;66464;4999
RandomOptimisticList;16;66408;65742;66112;5071
RandomOptimisticList (Mean);16;65286;65244;65273;4921
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;18;0;0;0;0
RandomOptimisticList;18;48303;48233;48256;5023
RandomOptimisticList;18;70195;70448;70335;4957
RandomOptimisticList;18;66715;66398;66570;5039
RandomOptimisticList;18;67086;67739;67250;4964
RandomOptimisticList;18;67967;67065;67382;5040
RandomOptimisticList;18;67191;67050;67315;5002
RandomOptimisticList;18;67037;67085;67020;4992
RandomOptimisticList;18;67249;67134;67084;5011
RandomOptimisticList;18;67435;67921;67434;4980
RandomOptimisticList;18;66672;67024;67057;5064
RandomOptimisticList;18;66913;67021;66980;4911
RandomOptimisticList;18;67064;66806;67007;5123
RandomOptimisticList;18;67188;66887;66851;5000
RandomOptimisticList;18;73929;74083;73734;5034
RandomOptimisticList;18;66291;66409;66498;4956
RandomOptimisticList;18;67375;67504;67701;4906
RandomOptimisticList;18;67197;66896;67525;5056
RandomOptimisticList;18;66802;66508;66363;4983
RandomOptimisticList;18;67531;67481;67197;4986
RandomOptimisticList;18;66912;65823;66455;5025
RandomOptimisticList;18;67541;67734;67858;4871
RandomOptimisticList;18;68443;68739;68622;5053
RandomOptimisticList;18;67070;66757;67189;4994
RandomOptimisticList;18;67377;67136;67338;5046
RandomOptimisticList;18;66873;66914;67381;4943
RandomOptimisticList;18;73302;73244;72974;5022
RandomOptimisticList;18;67542;67061;66911;5011
RandomOptimisticList;18;67965;67582;67632;4992
RandomOptimisticList;18;66736;66910;66909;5061
RandomOptimisticList;18;66967;67456;67648;5068
RandomOptimisticList;18;67108;66958;67355;4935
RandomOptimisticList;18;66974;66952;67547;5019
RandomOptimisticList;18;67138;67509;67366;4885
RandomOptimisticList;18;66378;66261;66426;5008
RandomOptimisticList;18;67494;67648;67971;4972
RandomOptimisticList;18;66762;67171;67451;4957
RandomOptimisticList;18;66864;66539;67152;5061
RandomOptimisticList;18;73252;72895;72621;4969
RandomOptimisticList;18;67022;67345;67427;5110
RandomOptimisticList;18;66731;66390;66577;5039
RandomOptimisticList;18;66117;66225;66748;5008
RandomOptimisticList;18;67326;67002;67006;4944
RandomOptimisticList;18;67058;67452;67224;4949
RandomOptimisticList;18;67615;66856;67134;5032
RandomOptimisticList;18;66823;67164;67083;4963
RandomOptimisticList;18;67651;67328;66587;4973
RandomOptimisticList;18;67158;67047;67267;4949
RandomOptimisticList;18;67919;68037;68589;5022
RandomOptimisticList;18;67162;67443;67092;4997
RandomOptimisticList;18;73903;73957;73887;4994
RandomOptimisticList;18;67700;67550;67751;5041
RandomOptimisticList;18;67116;67405;67676;5038
RandomOptimisticList;18;68041;67725;67843;5011
RandomOptimisticList;18;68266;68317;68182;4999
RandomOptimisticList;18;67310;67596;67763;4999
RandomOptimisticList;18;68085;68800;67987;4930
RandomOptimisticList;18;67731;67787;67903;5009
RandomOptimisticList;18;68140;67572;67633;5110
RandomOptimisticList;18;67333;67047;67134;5009
RandomOptimisticList;18;67130;66557;67136;4995
RandomOptimisticList (Mean);18;66297;66255;66327;4918
Experiment;Threads;Add;Remove;Contains;Population
RandomOptimisticList;20;0;0;0;0
RandomOptimisticList;20;43424;43314;43265;4965
RandomOptimisticList;20;70043;69629;69928;4986
RandomOptimisticList;20;65792;65466;65550;5060
RandomOptimisticList;20;67436;66886;67263;4988
RandomOptimisticList;20;67448;67971;67719;4920
RandomOptimisticList;20;67610;67208;67691;4904
RandomOptimisticList;20;67952;67419;67936;5066
RandomOptimisticList;20;66536;66643;66353;4916
RandomOptimisticList;20;67302;67545;67829;4999
RandomOptimisticList;20;67441;67437;67603;5054
RandomOptimisticList;20;67063;66943;67033;4982
RandomOptimisticList;20;66543;66399;67000;5048
