sáb mai 11 02:48:56 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;8;65264;65419;65448;4997
RandomLazyList;8;65665;66316;65728;4973
RandomLazyList;8;69195;69178;69221;5055
RandomLazyList;8;65807;65947;65639;5008
RandomLazyList;8;65299;65387;65622;5075
RandomLazyList;8;65061;65382;65438;4992
RandomLazyList;8;65563;65058;64462;5026
RandomLazyList;8;69546;70332;69865;4974
RandomLazyList;8;64826;65106;64963;5133
RandomLazyList;8;65005;63957;64555;5137
RandomLazyList;8;64559;63890;64507;4981
RandomLazyList;8;67910;67769;68094;4988
RandomLazyList;8;66908;67712;66926;4991
RandomLazyList;8;65131;65609;65211;5002
RandomLazyList;8;65142;65598;65207;4931
RandomLazyList;8;65437;65553;65284;4974
RandomLazyList;8;69692;69806;69523;4999
RandomLazyList;8;65011;65093;64877;4980
RandomLazyList;8;65694;65638;66043;4967
RandomLazyList;8;65681;65861;65970;4963
RandomLazyList;8;68989;69087;69102;5015
RandomLazyList;8;66129;66466;66577;4939
RandomLazyList;8;64777;64190;64665;5002
RandomLazyList;8;65500;65726;65206;4952
RandomLazyList;8;65230;65115;65565;4932
RandomLazyList;8;69953;70029;70314;4935
RandomLazyList;8;65599;65582;65317;5014
RandomLazyList;8;65461;65184;65263;4981
RandomLazyList;8;65561;65405;65110;4998
RandomLazyList;8;69065;69436;68773;5047
RandomLazyList;8;66523;66107;66147;4964
RandomLazyList;8;64818;64403;64541;5036
RandomLazyList;8;64900;65101;65190;4977
RandomLazyList;8;64927;64695;65151;4957
RandomLazyList (Mean);8;65100;65156;65107;4912
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;10;0;0;0;0
RandomLazyList;10;48099;48139;47820;5023
RandomLazyList;10;42820;42423;42859;4994
RandomLazyList;10;42067;41869;41568;5057
RandomLazyList;10;41808;41828;42052;4974
RandomLazyList;10;42261;42180;42080;5017
RandomLazyList;10;42366;42316;42202;5038
RandomLazyList;10;43132;42924;43324;4982
RandomLazyList;10;47498;47638;47459;5037
RandomLazyList;10;42525;42534;42543;5009
RandomLazyList;10;42723;42766;42779;5012
RandomLazyList;10;42948;43342;43355;4988
RandomLazyList;10;43103;43902;43382;5019
RandomLazyList;10;42161;42082;42239;4974
RandomLazyList;10;46532;47073;46567;4977
RandomLazyList;10;43622;43505;43543;5121
RandomLazyList;10;42126;42536;42536;4977
RandomLazyList;10;42317;42245;42147;5015
RandomLazyList;10;42168;42628;42650;4985
RandomLazyList;10;42502;42706;42865;5026
RandomLazyList;10;42255;42452;42188;4973
RandomLazyList;10;47789;48189;48024;4979
RandomLazyList;10;43047;43001;42718;5045
RandomLazyList;10;42138;41996;42314;4999
RandomLazyList;10;43307;42622;42296;5057
RandomLazyList;10;39454;39610;39546;5018
RandomLazyList;10;41269;41650;41469;5053
RandomLazyList;10;46574;47035;46368;4958
RandomLazyList;10;42458;42383;42443;4925
RandomLazyList;10;42064;41617;42013;5027
RandomLazyList;10;42480;42906;43464;5068
RandomLazyList;10;42660;42747;42884;5039
RandomLazyList;10;41816;41649;41322;4999
RandomLazyList;10;41983;41867;41807;4953
RandomLazyList;10;47491;47254;47290;5074
RandomLazyList;10;41977;41696;41595;5017
RandomLazyList;10;41492;41644;41802;5015
RandomLazyList;10;42249;42564;42503;5009
RandomLazyList;10;42200;41965;42158;5024
RandomLazyList;10;42272;41936;42208;5104
RandomLazyList;10;47075;46568;46370;5067
RandomLazyList;10;42515;42285;42638;5041
