sáb mai 11 01:48:33 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;16;19987;20096;20006;5064
RandomCoarseList;16;26328;26348;26566;4972
RandomCoarseList;16;21323;21247;21200;5053
RandomCoarseList;16;22667;22543;22529;4995
RandomCoarseList;16;21680;21713;21676;4969
RandomCoarseList;16;22851;22929;22879;5006
RandomCoarseList;16;22441;22203;22015;4986
RandomCoarseList;16;20533;20439;20174;4989
RandomCoarseList (Mean);16;20897;20879;20881;4918
Experiment;Threads;Add;Remove;Contains;Population
RandomCoarseList;18;0;0;0;0
RandomCoarseList;18;24848;24949;24813;4978
RandomCoarseList;18;18242;18397;18038;5010
RandomCoarseList;18;19311;19329;19561;4962
RandomCoarseList;18;19784;19473;19782;4979
RandomCoarseList;18;27197;27119;27487;4958
RandomCoarseList;18;22605;22476;22591;5015
RandomCoarseList;18;20956;20801;21002;4997
RandomCoarseList;18;20043;20140;19784;5037
RandomCoarseList;18;19156;18864;18859;5093
RandomCoarseList;18;20719;20737;20713;5001
RandomCoarseList;18;20501;20251;20228;5105
RandomCoarseList;18;20588;20415;20672;5034
RandomCoarseList;18;20795;20651;20805;4942
RandomCoarseList;18;20479;20495;20607;5007
RandomCoarseList;18;20661;20934;20642;5063
RandomCoarseList;18;19330;19175;19378;5113
RandomCoarseList;18;19890;20076;20354;4934
RandomCoarseList;18;21615;21572;21304;5076
RandomCoarseList;18;20873;20709;20731;4990
RandomCoarseList;18;19905;20199;19864;4930
RandomCoarseList;18;20182;20168;20075;4894
RandomCoarseList;18;20980;20799;20986;5003
RandomCoarseList;18;20956;20979;20854;5016
RandomCoarseList;18;20733;20840;20824;5022
RandomCoarseList;18;20486;20462;20596;5045
RandomCoarseList;18;20668;20641;20705;4940
RandomCoarseList;18;20338;20519;20653;5007
RandomCoarseList;18;21010;21044;21115;5028
RandomCoarseList;18;21248;21003;21152;5094
RandomCoarseList;18;20117;19970;20275;5022
RandomCoarseList;18;19761;19694;19977;4955
RandomCoarseList;18;20122;20088;20278;4956
RandomCoarseList;18;21385;21030;21562;5066
RandomCoarseList;18;19716;19370;20013;5046
RandomCoarseList;18;20687;20550;20915;4985
RandomCoarseList;18;20091;20364;19801;5052
RandomCoarseList;18;21163;20844;21135;5032
